IND_NAME,DIM_GEO_NAME,DIM_1_CODE,VALUE_NUMERIC
Total net official development assistance to medical research and basic health sectors per capita (US$) by recipient country,Lesotho,NA,9.32
Tuberculosis incidence (per 100 000 population),Lesotho,NA,661
UHC: Service coverage index,Lesotho,NA,53.25
Under-five mortality rate (per 1000 live births),Lesotho,SEX_BTSX,72.19
Adolescent birth rate (per 1000 women),Liberia,AGEGROUP_YEARS10-14,6.06
Adolescent birth rate (per 1000 women),Liberia,AGEGROUP_YEARS15-19,130.82
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Liberia,SEX_BTSX,152.74
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Liberia,SEX_BTSX,39.4
Age-standardized prevalence of obesity among adults (18+ years) (%),Liberia,SEX_BTSX,17.01
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Liberia,SEX_BTSX,8.2
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Liberia,NA,13.35
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Liberia,NA,40.53
Average of 15 International Health Regulations core capacity scores,Liberia,NA,41.93
Density of dentists (per 10 000 population) ,Liberia,NA,0.01
Density of medical doctors (per 10 000 population) ,Liberia,NA,1.8
Density of nursing and midwifery personnel (per 10 000 population) ,Liberia,NA,7.94
Density of pharmacists (per 10 000 population) ,Liberia,NA,0.32
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Liberia,NA,78
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Liberia,NA,3.66
Healthy life expectancy at birth (years),Liberia,SEX_MLE,54.53
Healthy life expectancy at birth (years),Liberia,SEX_FMLE,53.43
Healthy life expectancy at birth (years),Liberia,SEX_BTSX,53.96
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Liberia,NA,4.66
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Liberia,SEX_FMLE,29
Life expectancy at birth (years),Liberia,SEX_BTSX,63.46
Life expectancy at birth (years),Liberia,SEX_MLE,62.64
Life expectancy at birth (years),Liberia,SEX_FMLE,64.27
Malaria incidence (per 1000 population at risk),Liberia,NA,349.46
Maternal mortality ratio (per 100 000 live births),Liberia,NA,652.34
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Liberia,NA,59
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Liberia,SEX_BTSX,34.6
Mortality rate due to homicide (per 100 000 population),Liberia,NA,9.33
Mortality rate from unintentional poisoning (per 100 000 population),Liberia,NA,0.83
Neonatal mortality rate (per 1000 live births),Liberia,SEX_BTSX,29.9
New HIV infections (per 1000 uninfected population),Liberia,SEX_BTSX,0.24
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Liberia,NA,0
Percentage of bloodstream infections due methicillin-resistant Staphylococcus aureus (%),Liberia,NA,5.88
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Liberia,NA,74
Population with household expenditures on health > 10% of total household expenditure or income (%),Liberia,NA,6.75
Population with household expenditures on health > 25% of total household expenditure or income (%),Liberia,NA,1.13
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Liberia,SEX_FMLE,42.6
Prevalence of obesity among children and adolescents (5–19 years) (%),Liberia,SEX_BTSX,9.09
Prevalence of overweight in children under 5 (%),Liberia,NA,5.3
Prevalence of stunting in children under 5 (%),Liberia,NA,26.6
Prevalence of wasting in children under 5 (%),Liberia,NA,3.4
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),Liberia,NA,21.99
Proportion of births attended by skilled health personnel (%),Liberia,NA,84.4
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Liberia,NA,27
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Liberia,NA,43
Proportion of population using a hand-washing facility with soap and water (%),Liberia,NA,3.44
Proportion of population with primary reliance on clean fuels and technology (%),Liberia,NA,0.8
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),Liberia,SEX_FMLE,47.5
Reported number of people requiring interventions against NTDs,Liberia,NA,3635654
Road traffic mortality rate (per 100 000 population),Liberia,NA,15.3
Suicide mortality rate (per 100 000 population),Liberia,NA,5.96
Total alcohol per capita (? 15 years of age) consumption (litres of pure alcohol),Liberia,SEX_BTSX,3.64
Total net official development assistance to medical research and basic health sectors per capita (US$) by recipient country,Liberia,NA,9.65
Tuberculosis incidence (per 100 000 population),Liberia,NA,308
UHC: Service coverage index,Liberia,NA,44.71
Under-five mortality rate (per 1000 live births),Liberia,SEX_BTSX,73.2
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Libya,SEX_BTSX,53.92
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Libya,SEX_BTSX,42.7
Age-standardized prevalence of obesity among adults (18+ years) (%),Libya,SEX_BTSX,36.71
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Libya,NA,0.79
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Libya,NA,28.26
Average of 15 International Health Regulations core capacity scores,Libya,NA,53.47
Density of dentists (per 10 000 population) ,Libya,NA,9.06
Density of medical doctors (per 10 000 population) ,Libya,NA,21.57
Density of nursing and midwifery personnel (per 10 000 population) ,Libya,NA,67.38
Density of pharmacists (per 10 000 population) ,Libya,NA,6.2
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Libya,NA,73
Healthy life expectancy at birth (years),Libya,SEX_BTSX,62.06
Healthy life expectancy at birth (years),Libya,SEX_FMLE,62.46
Healthy life expectancy at birth (years),Libya,SEX_MLE,61.66
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Libya,NA,0.43
Life expectancy at birth (years),Libya,SEX_FMLE,74.21
Life expectancy at birth (years),Libya,SEX_BTSX,72.18
Life expectancy at birth (years),Libya,SEX_MLE,70.23
Maternal mortality ratio (per 100 000 live births),Libya,NA,72.13
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Libya,NA,72
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Libya,SEX_BTSX,2.2
Mortality rate due to homicide (per 100 000 population),Libya,NA,2.08
Mortality rate from unintentional poisoning (per 100 000 population),Libya,NA,0.88
Neonatal mortality rate (per 1000 live births),Libya,SEX_BTSX,5.47
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Libya,NA,0
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Libya,NA,73
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Libya,SEX_FMLE,29.9
Prevalence of obesity among children and adolescents (5–19 years) (%),Libya,SEX_BTSX,15.42
Prevalence of overweight in children under 5 (%),Libya,NA,28.7
Prevalence of stunting in children under 5 (%),Libya,NA,52.2
Prevalence of wasting in children under 5 (%),Libya,NA,10.2
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),Libya,NA,20.89
Proportion of population using safely-managed sanitation services (%),Libya,NA,23.83
Proportion of safely treated domestic wastewater flows (%),Libya,NA,14.41
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),Libya,SEX_FMLE,24
Reported number of people requiring interventions against NTDs,Libya,NA,8
Road traffic mortality rate (per 100 000 population),Libya,NA,34
Suicide mortality rate (per 100 000 population),Libya,NA,4.98
Total alcohol per capita (? 15 years of age) consumption (litres of pure alcohol),Libya,SEX_BTSX,0.01
Total net official development assistance to medical research and basic health sectors per capita (US$) by recipient country,Libya,NA,2.98
Tuberculosis incidence (per 100 000 population),Libya,NA,59
UHC: Service coverage index,Libya,NA,62.12
Under-five mortality rate (per 1000 live births),Libya,SEX_BTSX,10.34
Adolescent birth rate (per 1000 women),Lithuania,AGEGROUP_YEARS15-19,6.18
Adolescent birth rate (per 1000 women),Lithuania,AGEGROUP_YEARS10-14,0.06
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Lithuania,SEX_BTSX,38.76
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Lithuania,SEX_BTSX,48
Age-standardized prevalence of obesity among adults (18+ years) (%),Lithuania,SEX_BTSX,25.36
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Lithuania,SEX_BTSX,31.4
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Lithuania,NA,11.67
Average of 15 International Health Regulations core capacity scores,Lithuania,NA,86.27
Density of dentists (per 10 000 population) ,Lithuania,NA,14.23
Density of medical doctors (per 10 000 population) ,Lithuania,NA,51.27
Density of nursing and midwifery personnel (per 10 000 population) ,Lithuania,NA,94.67
Density of pharmacists (per 10 000 population) ,Lithuania,NA,13.29
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Lithuania,NA,90
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Lithuania,NA,14.01
Healthy life expectancy at birth (years),Lithuania,SEX_MLE,61.42
Healthy life expectancy at birth (years),Lithuania,SEX_FMLE,66.98
Healthy life expectancy at birth (years),Lithuania,SEX_BTSX,64.23
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Lithuania,NA,0.05
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Lithuania,SEX_FMLE,63
Life expectancy at birth (years),Lithuania,SEX_FMLE,78.65
Life expectancy at birth (years),Lithuania,SEX_MLE,69.59
Life expectancy at birth (years),Lithuania,SEX_BTSX,74.13
Maternal mortality ratio (per 100 000 live births),Lithuania,NA,8.66
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Lithuania,NA,87
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Lithuania,SEX_BTSX,2.6
Mortality rate due to homicide (per 100 000 population),Lithuania,NA,4.17
Mortality rate from unintentional poisoning (per 100 000 population),Lithuania,NA,1.17
Neonatal mortality rate (per 1000 live births),Lithuania,SEX_BTSX,2.02
New HIV infections (per 1000 uninfected population),Lithuania,SEX_BTSX,0.06
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Lithuania,NA,0
Percentage of bloodstream infection due to Escherichia coli resistant to 3rd-generation cephalosporin (%),Lithuania,NA,13.29
Percentage of bloodstream infections due methicillin-resistant Staphylococcus aureus (%),Lithuania,NA,8.98
"Percentage of total antibiotic consumption being from the AWaRe ""Access"" antibiotics category  (%)",Lithuania,NA,69
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Lithuania,NA,81
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Lithuania,SEX_FMLE,19.9
Prevalence of obesity among children and adolescents (5–19 years) (%),Lithuania,SEX_BTSX,7.08
Prevalence of overweight in children under 5 (%),Lithuania,NA,4.7
Prevalence of stunting in children under 5 (%),Lithuania,NA,4.5
Prevalence of wasting in children under 5 (%),Lithuania,NA,4.8
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),Lithuania,NA,19.88
Proportion of births attended by skilled health personnel (%),Lithuania,NA,100
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Lithuania,NA,5
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Lithuania,NA,22
Proportion of population using safely-managed drinking-water services (%),Lithuania,NA,94.98
Proportion of population using safely-managed sanitation services (%),Lithuania,NA,95.31
Proportion of population with primary reliance on clean fuels and technology (%),Lithuania,NA,100
Proportion of safely treated domestic wastewater flows (%),Lithuania,NA,96.75
Reported number of people requiring interventions against NTDs,Lithuania,NA,74
Road traffic mortality rate (per 100 000 population),Lithuania,NA,6.3
Suicide mortality rate (per 100 000 population),Lithuania,NA,22.28
